store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
Tomlinson's Feed,"Bluebonnet Plaza, Georgetown (address not specified)",Opening,Not specified,plans filed; build-out slated to start,"Austin-based pet store Tomlinson's Feed has filed plans for a new location in Georgetown's Bluebonnet Plaza, according to a Texas Department of Licensing and Regulation registration. The store sells food, treats, toys, and supplies for dogs and cats, and also offers services such as anesthesia-free teeth cleaning and self-serve dog washing stations. No opening date has been announced.",https://communityimpact.com/austin/georgetown/business/2026/05/14/tomlinsons-feed-files-plans-for-new-location-in-georgetown/,2026-05-14 19:10:00,newsbatch_2_output,2026-05-15
No qualifying business found (paywall/no content),N/A,N/A,N/A,N/A,Article could not be fetched (403 error). Title indicates a vegan restaurant in Portland is closing. No extractable details available.,https://www.oregonlive.com/retail/2026/05/one-of-the-countrys-best-vegan-restaurants-is-closing-its-portland-diner.html,2026-05-14 18:59:00,newsbatch_2_output,2026-05-15
McDonald's (Maesycwmmer proposed location),"Off the A472, Maesycwmmer (address not specified)",Opening,N/A,"withdrew planning application on May 14, 2026","McDonald's announced on May 14 that it had withdrawn its planning application to open a new drive-thru site off the A472 in Maesycwmmer, citing road safety concerns identified following community feedback. The company stated it will look at alternative locations in the local area.",https://caerphilly.observer/news/1059030/mcdonalds-pulls-out-of-plans-to-open-new-chain-in-maesycwmmer/,2026-05-14 18:48:36,newsbatch_2_output,2026-05-15
Truist Bank (15 branches),Multiple states (addresses not specified),Closing,Not specified,close 15 branches across eight states,"Article could not be fetched (403 error). Based on the title, Truist plans to close 15 branches across eight states while also planning to open 100 new locations. No further details available.",https://www.bizjournals.com/charlotte/news/2026/05/14/truist-bank-close-15-branches-100-new-planned.html,2026-05-14 18:18:00,newsbatch_2_output,2026-05-15
Truist Bank (100 new locations),Address not specified,Opening,Not specified,plans to open 100 new locations,"Article could not be fetched (403 error). Based on the title, Truist also has plans to open 100 new locations. No further details available.",https://www.bizjournals.com/charlotte/news/2026/05/14/truist-bank-close-15-branches-100-new-planned.html,2026-05-14 18:18:00,newsbatch_2_output,2026-05-15
Chick-fil-A,"North Indio, CA (address not specified)",Opening,"May 21, 2026","set to open May 21, 2026","A new Chick-fil-A is opening in north Indio on Thursday, May 21, marking the chain's latest Coachella Valley expansion. No specific street address was provided in the article.",https://www.desertsun.com/story/money/business/2026/05/14/new-chick-fil-a-indio-opening-soon-interstate-10/90078516007/,2026-05-14 17:30:00,newsbatch_2_output,2026-05-15
"Five Guys – Tracy, CA","2970 W Grant Line Rd, Tracy, CA 95304",Closing,2026 (specific date not specified),closed,"Five Guys has closed this location as part of a wave of 10 closures across seven states in 2026, according to Fast Company. Closures are attributed in part to the chain's high prices amid economic pressures.",https://www.aol.com/articles/five-guys-closing-locations-7-165224838.html,2026-05-14 17:04:55,newsbatch_2_output,2026-05-15
"Five Guys – Bakersfield, CA","2701 Ming Ave, Bakersfield, CA 93304",Closing,2026 (specific date not specified),closed,"Five Guys has closed this location as part of a wave of 10 closures across seven states in 2026, according to Fast Company. Closures are attributed in part to the chain's high prices amid economic pressures.",https://www.aol.com/articles/five-guys-closing-locations-7-165224838.html,2026-05-14 17:04:55,newsbatch_2_output,2026-05-15
"Five Guys – Rancho Mirage, CA","71-800 Hwy 111, Rancho Mirage, CA 92270",Closing,2026 (specific date not specified),closed,"Five Guys has closed this location as part of a wave of 10 closures across seven states in 2026, according to Fast Company. Closures are attributed in part to the chain's high prices amid economic pressures.",https://www.aol.com/articles/five-guys-closing-locations-7-165224838.html,2026-05-14 17:04:55,newsbatch_2_output,2026-05-15
"Five Guys – Valencia, CA","24201 Valencia Blvd #3672, Valencia, CA 91355",Closing,2026 (specific date not specified),closed,"Five Guys has closed this location as part of a wave of 10 closures across seven states in 2026, according to Fast Company. Closures are attributed in part to the chain's high prices amid economic pressures.",https://www.aol.com/articles/five-guys-closing-locations-7-165224838.html,2026-05-14 17:04:55,newsbatch_2_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article is about school construction and expansion projects in Loudon County, TN — not retail or restaurant business openings or closures.",https://www.wate.com/news/loudon-county-news/loudon-county-schools-expanding-to-accommodate-more-students/amp/,2026-05-14 17:00:00,newsbatch_2_output,2026-05-15
No qualifying business found (paywall/no content),N/A,N/A,N/A,N/A,Article could not be retrieved — MSN page returned no usable article content. Title indicates a new Japanese supermarket chain plans to open its first East Bay location.,https://www.msn.com/en-us/money/companies/new-mega-japanese-supermarket-chain-to-open-first-east-bay-location/ar-AA1THxN9?ocid=BingNewsVerp,2026-05-14 16:43:38,newsbatch_2_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://perishablenews.com/floral/calflowers-fun-n-sun-2026-registration-now-open/,2026-05-14 16:38:53,newsbatch_3_output,2026-05-15
The Terrace Bar Ltd (CBK restaurant and bar),"the Octagon, Dunedin",Closing,Not specified,placed in liquidation but will open its doors this weekend to honour bookings,The CBK restaurant and bar in the Octagon has been placed in liquidation by The Terrace Bar Ltd. It was closed after the liquidation but will open at the weekend to honour bookings. Liquidator confirmed they wanted to honour bookings for university graduations.,https://www.odt.co.nz/news/dunedin/bar-liquidation-will-open-honour-bookings,2026-05-14 16:30:00,newsbatch_3_output,2026-05-15
Arby’s,3020 Easton Ave. in Bethlehem Township,Closing,Not specified,has shuttered,"Arby’s has shuttered at 3020 Easton Ave. in Bethlehem Township after 8 years. The franchise opened in 2018 at that location, formerly a Taco Bell. A spokesperson told customers to visit the Allentown location at 1305 Airport Rd.",https://www.lehighvalleylive.com/business/2026/05/arbys-shutters-after-8-years-adult-use-weed-store-sets-grand-opening-open-shut.html,2026-05-14 16:13:00,newsbatch_3_output,2026-05-15
Precision Cuts Barbershop,204 Line St. on South Side Easton,Opening,April 19,celebrated its grand opening April 19,Precision Cuts Barbershop celebrated its grand opening April 19 at 204 Line St. on South Side Easton. Master barber Andy Vega owns and operates the shop after closing its previous Downtown Easton location due to a fire.,https://www.lehighvalleylive.com/business/2026/05/arbys-shutters-after-8-years-adult-use-weed-store-sets-grand-opening-open-shut.html,2026-05-14 16:13:00,newsbatch_3_output,2026-05-15
The Coplay Cabin,"33 N. Second St., Coplay",Opening,July 2026,plans to transform the former 2nd Street Tavern with a July 2026 opening,King Kone owner Rick Safi plans to transform the former 2nd Street Tavern into The Coplay Cabin family-friendly eatery with a July 2026 opening. The building previously operated as the Log Cabin Tavern for roughly 30 years.,https://www.lehighvalleylive.com/business/2026/05/arbys-shutters-after-8-years-adult-use-weed-store-sets-grand-opening-open-shut.html,2026-05-14 16:13:00,newsbatch_3_output,2026-05-15
Whataburger,Address not specified,Opening,early 2027,openings will begin in early 2027,Whataburger unveiled two new restaurant prototypes (Legacy and Essentials) for its stores. The new designs will debut first in Texas with construction beginning later this year and openings beginning in early 2027.,https://www.wfaa.com/article/money/whataburger-unveils-new-store-designs-coming-to-texas-in-2027/287-5d5bcd62-065f-45e2-812b-e16f9f1cc263,2026-05-14 16:02:00,newsbatch_3_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.travelandtourworld.com/news/article/raffles-hotels-resorts-announces-first-alpine-resort-in-courchevel-1850-opening-in-2028-with-offering-an-exclusive-and-refined-experience-in-the-french-alps/,2026-05-14 15:57:26,newsbatch_3_output,2026-05-15
Dillard’s,"Dayton, Ohio area (replacing a Macy's mall anchor)",Opening,Not specified,"opened its first store in the Dayton, Ohio, area","Dillard’s opened its first store in the Dayton, Ohio area replacing a Macy’s mall anchor. The retailer reported 3% retail sales growth and increased gross margin in Q1.",https://www.retaildive.com/news/dillards-new-store-mall-macys-ohio-q1-earnings/820225/,2026-05-14 15:43:11,newsbatch_3_output,2026-05-15
Shake Shack,"Park West Village shopping center off N.C. 54, about 15 miles west of downtown Raleigh",Opening,May 13,"now open / opens its newest North Carolina location in Morrisville on Wednesday, May 13",Shake Shack opened its newest North Carolina location in Morrisville on May 13 at Park West Village. The restaurant is in the former Full Moon Oyster Bar & Seafood Kitchen space and is the 13th in NC. Opening day includes giveaways and $1 sandwich donations to Neighbor Up.,https://www.aol.com/news/first-shake-shack-now-open-140000577.html,2026-05-14 15:09:23,newsbatch_3_output,2026-05-15
"Old Mountain Field Fine Arts, Crafts and Collectables",Matewan (address not specified),Opening,May 16,to host open house and ribbon cutting May 16,"Owners Pauline Sturgill and April White invite the community to an open house and ribbon cutting for Old Mountain Field Fine Arts, Crafts and Collectables on May 16 in Matewan. The business features artists and crafters from West Virginia and Kentucky.",https://www.register-herald.com/news/state_region/old-mountain-field-fine-arts-and-crafts-to-host-open-house-and-ribbon-cutting-may/article_ba4ce9bb-76d9-44ba-b313-b2ebd8fb5d44.html,2026-05-14 15:00:00,newsbatch_3_output,2026-05-15
Texas Roadhouse,"Winter Haven, Florida",Opening,end of June,will open another Texas Roadhouse in Winter Haven by the end of June,Texas Roadhouse will open a new restaurant in Winter Haven by the end of June. It will be the third new Texas Roadhouse in Florida this year. The chain has already opened seven new restaurants in 2026 and has 22 under construction.,https://www.heraldtribune.com/story/entertainment/dining/2026/05/14/texas-roadhouse-opening-restaurant-winter-haven-florida/90066197007/,2026-05-14 14:44:00,newsbatch_3_output,2026-05-15
El Rodeo Taqueria Bar & Grill,"107 W. College St., Bowdon, GA 30108",Opening,"May 23, 2026","set to celebrate grand opening / officially opens its doors on Saturday, May 23, 2026","El Rodeo Taqueria Bar & Grill is set to celebrate its grand opening on May 23, 2026 at 11 a.m. The restaurant brings authentic Mexican cuisine to Bowdon. Owners expressed excitement after months of preparation.",https://thecitymenus.com/2026/05/14/el-rodeo-taqueria-bar-grill-set-to-celebrate-grand-opening-in-bowdon-on-may-23/,2026-05-14 14:25:30,newsbatch_3_output,2026-05-15
Whole Foods Daily Shop,111 Harbor Way in Boston’s Seaport district,Opening,Not specified,will bring its small-format store concept to Boston,"Whole Foods will bring its Daily Shop small-format concept to Boston over the next two years. A lease has been signed at 111 Harbor Way in the Seaport district. The stores will offer fresh produce, prepared foods, bakery items and local suppliers.",https://www.grocerydive.com/news/whole-foods-daily-shop-new-store-opening-Boston-Chicago-Philadelphia-Amazon/820153/,2026-05-14 13:22:40,newsbatch_3_output,2026-05-15
Whole Foods Daily Shop,1200 N. Ashland in Chicago’s Wicker Park neighborhood,Opening,Not specified,will bring its small-format store concept to Chicago,"Whole Foods will bring its Daily Shop small-format concept to Chicago over the next two years. A lease has been signed at 1200 N. Ashland in the Wicker Park neighborhood. The stores will offer fresh produce, prepared foods, bakery items and local suppliers.",https://www.grocerydive.com/news/whole-foods-daily-shop-new-store-opening-Boston-Chicago-Philadelphia-Amazon/820153/,2026-05-14 13:22:40,newsbatch_3_output,2026-05-15
Whole Foods Daily Shop,2221-2225 South St. in Philadelphia,Opening,Not specified,will bring its small-format store concept to Philadelphia,"Whole Foods will bring its Daily Shop small-format concept to Philadelphia over the next two years. A lease has been signed at 2221-2225 South St. The stores will offer fresh produce, prepared foods, bakery items and local suppliers.",https://www.grocerydive.com/news/whole-foods-daily-shop-new-store-opening-Boston-Chicago-Philadelphia-Amazon/820153/,2026-05-14 13:22:40,newsbatch_3_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.mdjonline.com/news/local/asher-rose-said-bankruptcy-due-to-rising-costs-assures-customers-they-will-remain-open/article_d1168dd0-8f73-4658-bb3c-ce897b029d07.html,2026-05-14 13:20:00,newsbatch_3_output,2026-05-15
